edge,weight
0-1,1161.84
0-2,117.31
0-3,1126.21
0-4,991.9
0-5,4501.4
0-6,4248.6
0-7,2082.78
0-8,1039.22
0-9,906.08
1-2,4810.86
1-3,107.46
1-4,598.6
1-5,408.38
1-6,588.23
1-7,118.13
1-8,1812.46
1-9,116.27
2-3,578.75
2-4,991.92
2-5,1167.12
2-6,837.6
2-7,2204.74
2-8,481.8
2-9,517.31
3-4,982.68
3-5,1716.24
3-6,925.61
3-7,2227.86
3-8,810.89
3-9,586.75
4-5,1674.93
4-6,2212.13
4-7,2204.95
4-8,4761.47
4-9,4596.66
5-6,491.14
5-7,98.7
5-8,455.59
5-9,1188.16
6-7,1168.58
6-8,90.8
6-9,977.44
7-8,2235.07
7-9,469.72
8-9,1024.36
