node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,FedRAMP,radiology,1962,private,mayo_clinic,tier1_hospital,3572
1,local,HIPAA_compliant,oncology,1955,mixed,johns_hopkins,tier2_hospital,2362
2,national,ISO27001,cardiology,2006,research_grant,stanford_med,research_center,1397
3,local,ISO27001,neurology,1971,public,mass_general,mobile_unit,1317
4,national,FedRAMP,pathology,1988,research_grant,ucla_health,edge_device,2793
5,national,HIPAA_compliant,radiology,2020,mixed,mayo_clinic,tier1_hospital,2920
6,local,SOC2,oncology,1956,public,johns_hopkins,tier2_hospital,3106
7,regional,SOC2,cardiology,1998,research_grant,stanford_med,research_center,4928
8,national,ISO27001,neurology,1978,public,mass_general,mobile_unit,175
9,local,FedRAMP,pathology,2004,research_grant,ucla_health,edge_device,3877
10,national,ISO27001,radiology,2002,research_grant,mayo_clinic,tier1_hospital,2641
11,international,SOC2,oncology,1988,private,johns_hopkins,tier2_hospital,3966
12,regional,ISO27001,cardiology,1978,public,stanford_med,research_center,1199
13,regional,ISO27001,neurology,1976,mixed,mass_general,mobile_unit,2839
14,regional,ISO27001,pathology,2004,private,ucla_health,edge_device,4185
