node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.97544,-92.43701,north_america,America/Chicago
1,Baltimore,USA,39.28249,-76.622887,europe,America/New_York
2,Palo Alto,USA,37.401153,-122.159434,asia_pacific,America/Los_Angeles
3,Boston,USA,42.377149,-71.013815,south_america,America/New_York
4,Los Angeles,USA,34.033156,-118.235362,africa,America/Los_Angeles
5,London,UK,51.485565,-0.091461,north_america,Europe/London
6,Paris,France,48.897437,2.397097,europe,Europe/Paris
7,Tokyo,Japan,35.668503,139.687598,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.367539,103.784515,south_america,Asia/Singapore
9,Sydney,Australia,-33.878152,151.161905,africa,Australia/Sydney
10,Rochester,USA,44.033051,-92.482056,north_america,America/Chicago
11,Baltimore,USA,39.337587,-76.63034,europe,America/New_York
12,Palo Alto,USA,37.491825,-122.128386,asia_pacific,America/Los_Angeles
13,Boston,USA,42.348462,-71.048332,south_america,America/New_York
14,Los Angeles,USA,34.090518,-118.279798,africa,America/Los_Angeles
15,London,UK,51.537333,-0.142898,north_america,Europe/London
16,Paris,France,48.881453,2.368148,europe,Europe/Paris
17,Tokyo,Japan,35.676156,139.665436,asia_pacific,Asia/Tokyo
18,Singapore,Singapore,1.402023,103.773921,south_america,Asia/Singapore
19,Sydney,Australia,-33.845651,151.213925,africa,Australia/Sydney
20,Rochester,USA,43.985065,-92.421909,north_america,America/Chicago
21,Baltimore,USA,39.306,-76.568582,europe,America/New_York
22,Palo Alto,USA,37.410025,-122.094671,asia_pacific,America/Los_Angeles
23,Boston,USA,42.34341,-71.021756,south_america,America/New_York
24,Los Angeles,USA,34.024742,-118.283328,africa,America/Los_Angeles
25,London,UK,51.514033,-0.167967,north_america,Europe/London
26,Paris,France,48.866207,2.358495,europe,Europe/Paris
27,Tokyo,Japan,35.658122,139.642771,asia_pacific,Asia/Tokyo
28,Singapore,Singapore,1.330494,103.868319,south_america,Asia/Singapore
29,Sydney,Australia,-33.839361,151.219691,africa,Australia/Sydney
