node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,PIPEDA,4,512,tier1_hospital,0.979,high,20000
1,clinic_001,5000,tier_2,32,HIPAA,8,64,tier2_hospital,0.96,high,5000
2,research_center_002,5000,tier_3,64,local,8,512,research_center,0.984,high,50000
3,mobile_unit_003,1000,tier_1,8,local,2,16,mobile_unit,0.89,critical,2000
4,edge_device_004,50,tier_2,4,HIPAA,1,8,edge_device,0.725,high,500
5,hospital_005,2000,tier_1,64,GDPR,8,128,tier1_hospital,0.968,standard,20000
6,clinic_006,1000,tier_2,16,GDPR,2,64,tier2_hospital,0.934,standard,5000
7,research_center_007,10000,tier_3,128,HIPAA,8,1024,research_center,0.993,critical,100000
8,mobile_unit_008,500,tier_1,4,GDPR,2,32,mobile_unit,0.874,high,1000
9,edge_device_009,100,tier_2,4,HIPAA,0,8,edge_device,0.736,high,1000
10,hospital_010,2000,tier_1,64,HIPAA,16,256,tier1_hospital,0.973,standard,20000
11,clinic_011,2000,tier_2,64,HIPAA,4,64,tier2_hospital,0.971,standard,5000
12,research_center_012,10000,tier_3,128,local,32,512,research_center,0.984,critical,50000
13,mobile_unit_013,1000,tier_1,4,PIPEDA,1,32,mobile_unit,0.826,critical,5000
14,edge_device_014,500,tier_2,2,PIPEDA,0,32,edge_device,0.745,high,1000
15,hospital_015,5000,tier_1,128,PIPEDA,8,512,tier1_hospital,0.981,standard,50000
16,clinic_016,1000,tier_2,16,GDPR,4,128,tier2_hospital,0.923,standard,10000
17,research_center_017,10000,tier_3,256,PIPEDA,16,512,research_center,0.999,high,50000
18,mobile_unit_018,100,tier_1,4,local,2,64,mobile_unit,0.832,critical,2000
19,edge_device_019,50,tier_2,4,local,0,16,edge_device,0.851,critical,500
