node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,GDPR,8,128,tier1_hospital,0.986,critical,50000
1,clinic_001,5000,tier_2,16,PIPEDA,8,128,tier2_hospital,0.921,standard,10000
2,research_center_002,5000,tier_3,256,local,16,512,research_center,0.989,critical,20000
3,mobile_unit_003,500,tier_1,4,PIPEDA,2,64,mobile_unit,0.864,standard,5000
4,edge_device_004,50,tier_2,4,local,1,8,edge_device,0.843,high,500
5,hospital_005,2000,tier_1,64,HIPAA,4,128,tier1_hospital,0.988,high,50000
6,clinic_006,1000,tier_2,32,HIPAA,8,64,tier2_hospital,0.935,high,5000
7,research_center_007,5000,tier_3,64,local,8,1024,research_center,0.992,standard,20000
8,mobile_unit_008,100,tier_1,16,HIPAA,1,64,mobile_unit,0.839,high,2000
9,edge_device_009,50,tier_2,8,GDPR,0,32,edge_device,0.744,standard,500
