round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.2185587882995605,3.184316396713257,3.1846859455108643,3.2195186614990234,3.1991474628448486,3.1965980529785156,3.210402488708496,3.1953227519989014,3.1995742321014404,3.172168254852295
2,3.2001841068267822,3.1927108764648438,3.1960694789886475,3.193774461746216,3.1928277015686035,3.1905405521392822,3.19288969039917,3.1999671459198,3.200896739959717,3.2009401321411133
3,3.195293664932251,3.190122127532959,3.1956892013549805,3.1894876956939697,3.203577756881714,3.191624879837036,3.201524496078491,3.1929705142974854,3.188260555267334,3.193492889404297
4,3.200744152069092,3.2040247917175293,3.1908936500549316,3.182682514190674,3.196411371231079,3.18670654296875,3.1875128746032715,3.201204538345337,3.196124792098999,3.1940808296203613
5,3.1871683597564697,3.200429916381836,3.196962594985962,3.207310199737549,3.2022337913513184,3.190258502960205,3.18713116645813,3.196889638900757,3.2034173011779785,3.1845552921295166
6,3.2100088596343994,3.1852011680603027,3.193617105484009,3.185537338256836,3.1902756690979004,3.205664873123169,3.194551706314087,3.1884164810180664,3.209568500518799,3.1928396224975586
7,3.1816210746765137,3.1964211463928223,3.1973278522491455,3.1927833557128906,3.2052319049835205,3.1977217197418213,3.1956405639648438,3.1975018978118896,3.2091174125671387,3.1908960342407227
8,3.1983211040496826,3.2033560276031494,3.1919548511505127,3.207855224609375,3.1957147121429443,3.218578815460205,3.1947004795074463,3.1953978538513184,3.1944422721862793,3.2042887210845947
9,3.1962039470672607,3.211536407470703,3.191805839538574,3.2003893852233887,3.1921842098236084,3.2132606506347656,3.198060989379883,3.2067275047302246,3.2100088596343994,3.1975693702697754
10,3.207744598388672,3.2095835208892822,3.1982595920562744,3.2005248069763184,3.2023210525512695,3.1994094848632812,3.201733112335205,3.2025210857391357,3.1993160247802734,3.2081148624420166
