timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753357093.839969,1,10,"[2, 7]",2,0.2,0.2,"{2: 1.0, 7: 1.0}",,,
1753357105.6423457,2,10,"[4, 1]",2,0.2,0.2,"{4: 1.0, 1: 1.0}",,,
1753357119.9962757,3,10,"[8, 9]",2,0.2,0.2,"{8: 1.0, 9: 1.0}",,,
1753357138.137051,4,10,"[0, 7]",2,0.2,0.2,"{0: 1.0, 7: 1.0}",,,
1753357152.0030434,5,10,"[5, 9]",2,0.2,0.2,"{5: 1.0, 9: 1.0}",,,
1753357167.0339487,6,10,"[9, 2]",2,0.2,0.2,"{9: 1.0, 2: 1.0}",,,
1753357169.3169715,7,10,"[9, 5]",2,0.2,0.2,"{9: 1.0, 5: 1.0}",,,
1753357173.40271,8,10,"[5, 4]",2,0.2,0.2,"{5: 1.0, 4: 1.0}",,,
1753357178.4679801,9,10,"[7, 8]",2,0.2,0.2,"{7: 1.0, 8: 1.0}",,,
1753357183.8356168,10,10,"[5, 9]",2,0.2,0.2,"{5: 1.0, 9: 1.0}",,,
