node_id,latitude,longitude
0,43.977754,-92.428602
1,39.337085,-76.585692
2,37.412657,-122.096431
3,42.357727,-71.036452
4,34.02146,-118.195654
5,51.553107,-0.10235
6,48.838079,2.309373
7,35.664578,139.610091
8,1.33882,103.791567
9,-33.892709,151.236453
10,44.00646,-92.466804
11,39.264874,-76.655095
12,37.421034,-122.146427
13,42.401397,-71.036448
14,34.014927,-118.287008
15,51.505144,-0.085886
16,48.86263,2.331382
17,35.693704,139.697195
18,1.366624,103.786371
19,-33.903976,151.230429
