node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,local,HIPAA_compliant,Rochester,USA,radiology,1990,research_grant,mayo_clinic,tier1_hospital,north_america,4077,America/Chicago
1,local,ISO27001,Baltimore,USA,oncology,1985,research_grant,johns_hopkins,tier2_hospital,europe,438,America/New_York
2,regional,FedRAMP,Palo Alto,USA,cardiology,1973,research_grant,stanford_med,research_center,asia_pacific,2881,America/Los_Angeles
3,local,ISO27001,Boston,USA,neurology,1992,mixed,mass_general,mobile_unit,south_america,2664,America/New_York
4,regional,SOC2,Los Angeles,USA,pathology,1968,public,ucla_health,edge_device,africa,202,America/Los_Angeles
5,national,SOC2,London,UK,radiology,1984,mixed,mayo_clinic,tier1_hospital,north_america,504,Europe/London
6,local,SOC2,Paris,France,oncology,2011,mixed,johns_hopkins,tier2_hospital,europe,2241,Europe/Paris
7,local,SOC2,Tokyo,Japan,cardiology,1986,public,stanford_med,research_center,asia_pacific,1032,Asia/Tokyo
8,international,FedRAMP,Singapore,Singapore,neurology,1994,mixed,mass_general,mobile_unit,south_america,351,Asia/Singapore
9,national,HIPAA_compliant,Sydney,Australia,pathology,1996,mixed,ucla_health,edge_device,africa,1554,Australia/Sydney
10,national,SOC2,Rochester,USA,radiology,1969,private,mayo_clinic,tier1_hospital,north_america,3543,America/Chicago
11,local,SOC2,Baltimore,USA,oncology,2002,public,johns_hopkins,tier2_hospital,europe,2239,America/New_York
12,local,ISO27001,Palo Alto,USA,cardiology,1950,public,stanford_med,research_center,asia_pacific,4269,America/Los_Angeles
13,regional,FedRAMP,Boston,USA,neurology,1961,public,mass_general,mobile_unit,south_america,878,America/New_York
14,international,FedRAMP,Los Angeles,USA,pathology,1951,public,ucla_health,edge_device,africa,604,America/Los_Angeles
15,local,HIPAA_compliant,London,UK,radiology,1953,research_grant,mayo_clinic,tier1_hospital,north_america,553,Europe/London
16,local,SOC2,Paris,France,oncology,1965,research_grant,johns_hopkins,tier2_hospital,europe,147,Europe/Paris
17,regional,HIPAA_compliant,Tokyo,Japan,cardiology,1978,research_grant,stanford_med,research_center,asia_pacific,1754,Asia/Tokyo
18,regional,ISO27001,Singapore,Singapore,neurology,1971,research_grant,mass_general,mobile_unit,south_america,1860,Asia/Singapore
19,international,HIPAA_compliant,Sydney,Australia,pathology,1978,research_grant,ucla_health,edge_device,africa,444,Australia/Sydney
