node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,FedRAMP,radiology,1992,private,mayo_clinic,tier1_hospital,2809
1,regional,SOC2,oncology,1992,mixed,johns_hopkins,tier2_hospital,1443
2,local,HIPAA_compliant,cardiology,2016,public,stanford_med,research_center,668
3,international,SOC2,neurology,1964,research_grant,mass_general,mobile_unit,3345
4,local,HIPAA_compliant,pathology,1975,private,ucla_health,edge_device,1606
5,regional,FedRAMP,radiology,1960,mixed,mayo_clinic,tier1_hospital,3745
6,international,ISO27001,oncology,1999,public,johns_hopkins,tier2_hospital,833
7,national,FedRAMP,cardiology,1971,public,stanford_med,research_center,1199
8,national,FedRAMP,neurology,1964,private,mass_general,mobile_unit,790
9,international,FedRAMP,pathology,2015,public,ucla_health,edge_device,827
