edge,weight
0-1,471.07
0-2,1873.78
0-3,4629.56
0-4,439.03
0-5,448.41
0-6,5842.32
0-7,1781.84
0-8,501.31
0-9,993.16
1-2,5603.68
1-3,999.81
1-4,96.01
1-5,857.08
1-6,1017.83
1-7,1852.9
1-8,113.05
1-9,477.04
2-3,4123.26
2-4,5135.84
2-5,1101.71
2-6,1821.88
2-7,1065.33
2-8,1002.46
2-9,435.42
3-4,494.73
3-5,1055.05
3-6,5660.16
3-7,536.51
3-8,826.76
3-9,2337.82
4-5,1980.18
4-6,4158.76
4-7,119.99
4-8,2048.14
4-9,467.91
5-6,1800.17
5-7,457.32
5-8,115.38
5-9,4351.94
6-7,5941.65
6-8,2163.9
6-9,5066.21
7-8,1951.77
7-9,560.87
8-9,5482.3
