node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,HIPAA,4,256,tier1_hospital,0.997,high,20000
1,clinic_001,5000,tier_2,16,PIPEDA,2,64,tier2_hospital,0.964,critical,10000
2,research_center_002,20000,tier_3,256,HIPAA,32,512,research_center,0.998,high,50000
3,mobile_unit_003,500,tier_1,4,HIPAA,2,64,mobile_unit,0.851,standard,5000
4,edge_device_004,100,tier_2,8,PIPEDA,1,32,edge_device,0.883,high,500
5,hospital_005,5000,tier_1,64,HIPAA,8,128,tier1_hospital,0.957,critical,10000
6,clinic_006,1000,tier_2,64,local,2,256,tier2_hospital,0.962,high,10000
7,research_center_007,10000,tier_3,256,GDPR,16,512,research_center,0.996,critical,50000
8,mobile_unit_008,1000,tier_1,4,GDPR,1,64,mobile_unit,0.884,high,5000
9,edge_device_009,50,tier_2,2,GDPR,0,32,edge_device,0.718,standard,2000
