node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,GDPR,8,128,tier1_hospital,0.978,standard,50000
1,clinic_001,1000,tier_2,64,HIPAA,8,256,tier2_hospital,0.922,standard,10000
2,research_center_002,5000,tier_3,256,PIPEDA,8,256,research_center,0.984,critical,50000
3,mobile_unit_003,100,tier_1,8,GDPR,1,32,mobile_unit,0.784,critical,5000
4,edge_device_004,50,tier_2,4,local,0,16,edge_device,0.877,high,2000
5,hospital_005,2000,tier_1,128,HIPAA,4,512,tier1_hospital,0.995,critical,20000
6,clinic_006,2000,tier_2,32,PIPEDA,2,256,tier2_hospital,0.947,critical,20000
7,research_center_007,20000,tier_3,128,HIPAA,32,1024,research_center,0.985,critical,100000
8,mobile_unit_008,1000,tier_1,8,HIPAA,2,16,mobile_unit,0.885,critical,2000
9,edge_device_009,100,tier_2,8,local,1,8,edge_device,0.885,high,2000
