node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,HIPAA,16,256,tier1_hospital,0.989,high,10000
1,clinic_001,2000,tier_2,16,PIPEDA,2,128,tier2_hospital,0.951,standard,5000
2,research_center_002,5000,tier_3,64,local,16,512,research_center,0.989,critical,20000
3,mobile_unit_003,500,tier_1,8,PIPEDA,1,32,mobile_unit,0.871,standard,1000
4,edge_device_004,50,tier_2,4,PIPEDA,1,16,edge_device,0.764,standard,500
5,hospital_005,2000,tier_1,64,HIPAA,16,256,tier1_hospital,0.95,critical,10000
6,clinic_006,5000,tier_2,16,GDPR,4,128,tier2_hospital,0.944,high,20000
7,research_center_007,5000,tier_3,128,HIPAA,16,512,research_center,0.997,high,100000
8,mobile_unit_008,1000,tier_1,4,GDPR,2,16,mobile_unit,0.751,critical,2000
9,edge_device_009,100,tier_2,4,HIPAA,0,32,edge_device,0.891,standard,1000
10,hospital_010,10000,tier_1,32,PIPEDA,16,256,tier1_hospital,0.97,high,50000
11,clinic_011,2000,tier_2,16,PIPEDA,8,256,tier2_hospital,0.971,critical,20000
12,research_center_012,20000,tier_3,64,HIPAA,16,256,research_center,0.981,standard,20000
13,mobile_unit_013,1000,tier_1,16,local,2,16,mobile_unit,0.817,critical,5000
14,edge_device_014,100,tier_2,8,local,1,16,edge_device,0.79,standard,500
