edge,weight
0-1,5803.3
0-2,813.52
0-3,97.03
0-4,2176.79
0-5,87.98
0-6,4398.93
0-7,527.58
0-8,2081.18
0-9,4174.48
0-10,1673.65
0-11,1642.69
0-12,478.28
0-13,974.3
0-14,4746.54
0-15,94.34
0-16,2107.68
0-17,119.47
0-18,85.57
0-19,2370.64
1-2,440.16
1-3,406.11
1-4,499.11
1-5,2389.43
1-6,579.74
1-7,548.93
1-8,1167.99
1-9,474.8
1-10,2396.06
1-11,2220.87
1-12,487.82
1-13,1615.67
1-14,587.29
1-15,490.72
1-16,571.43
1-17,563.07
1-18,879.24
1-19,856.69
2-3,99.12
2-4,428.85
2-5,989.9
2-6,1690.45
2-7,535.55
2-8,1756.83
2-9,4360.97
2-10,97.33
2-11,568.29
2-12,83.52
2-13,82.56
2-14,4821.96
2-15,845.31
2-16,4478.28
2-17,440.07
2-18,5824.98
2-19,111.4
3-4,559.28
3-5,98.27
3-6,2183.6
3-7,1920.69
3-8,2364.39
3-9,2292.23
3-10,812.09
3-11,4622.84
3-12,4795.65
3-13,102.7
3-14,1770.27
3-15,808.78
3-16,1781.04
3-17,456.25
3-18,989.9
3-19,1069.49
4-5,426.71
4-6,2182.57
4-7,524.7
4-8,529.19
4-9,570.01
4-10,512.26
4-11,400.76
4-12,119.66
4-13,4288.87
4-14,887.32
4-15,1729.87
4-16,4068.11
4-17,4843.8
4-18,447.88
4-19,1038.9
5-6,885.77
5-7,580.31
5-8,1957.83
5-9,83.87
5-10,82.86
5-11,92.1
5-12,92.4
5-13,1980.33
5-14,551.9
5-15,85.57
5-16,90.76
5-17,461.54
5-18,455.51
5-19,1718.11
6-7,118.3
6-8,5285.56
6-9,1110.34
6-10,4661.58
6-11,2164.56
6-12,5889.78
6-13,89.96
6-14,5318.02
6-15,95.4
6-16,1001.33
6-17,1089.29
6-18,976.12
6-19,1161.66
7-8,424.12
7-9,5496.84
7-10,5077.07
7-11,823.03
7-12,458.81
7-13,1049.38
7-14,4537.14
7-15,1820.21
7-16,1086.77
7-17,505.69
7-18,5275.24
7-19,4008.32
8-9,5455.71
8-10,893.82
8-11,594.18
8-12,523.86
8-13,5366.07
8-14,1705.37
8-15,100.86
8-16,452.1
8-17,5345.16
8-18,492.98
8-19,90.64
9-10,1025.78
9-11,518.92
9-12,566.94
9-13,1615.39
9-14,452.23
9-15,1750.7
9-16,1067.0
9-17,806.45
9-18,972.06
9-19,1164.81
10-11,829.73
10-12,405.76
10-13,112.88
10-14,109.69
10-15,4226.92
10-16,101.08
10-17,84.79
10-18,2055.88
10-19,437.46
11-12,1708.56
11-13,113.54
11-14,925.64
11-15,412.61
11-16,1155.19
11-17,2115.57
11-18,517.44
11-19,2006.32
12-13,5064.57
12-14,5640.74
12-15,94.83
12-16,92.92
12-17,408.9
12-18,1945.99
12-19,5773.1
13-14,1083.29
13-15,105.64
13-16,472.74
13-17,81.62
13-18,5231.69
13-19,5525.35
14-15,4212.86
14-16,551.69
14-17,1629.66
14-18,5346.64
14-19,457.61
15-16,82.84
15-17,2026.2
15-18,2198.68
15-19,5748.47
16-17,5328.86
16-18,5834.76
16-19,839.29
17-18,2155.9
17-19,2317.41
18-19,1070.64
