node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,HIPAA_compliant,radiology,2015,research_grant,mayo_clinic,tier1_hospital,3063
1,international,SOC2,oncology,1975,public,johns_hopkins,tier2_hospital,4287
2,regional,ISO27001,cardiology,2007,public,stanford_med,research_center,4497
3,national,SOC2,neurology,1953,private,mass_general,mobile_unit,4612
4,international,SOC2,pathology,1950,mixed,ucla_health,edge_device,3518
5,regional,HIPAA_compliant,radiology,1968,research_grant,mayo_clinic,tier1_hospital,1315
6,national,ISO27001,oncology,2020,private,johns_hopkins,tier2_hospital,146
7,local,ISO27001,cardiology,1951,mixed,stanford_med,research_center,1236
8,national,ISO27001,neurology,2001,public,mass_general,mobile_unit,3917
9,local,HIPAA_compliant,pathology,1969,private,ucla_health,edge_device,438
