node_id,latitude,longitude
0,44.020455,-92.486542
1,39.305561,-76.640427
2,37.44707,-122.13645
3,42.34795,-71.045184
4,34.087926,-118.228386
5,51.480836,-0.118928
6,48.819936,2.308297
7,35.641855,139.628828
8,1.337215,103.868386
9,-33.854496,151.179553
10,43.983476,-92.455089
11,39.261179,-76.649269
12,37.473199,-122.163678
13,42.373761,-71.022647
14,34.058556,-118.255353
15,51.553054,-0.095758
16,48.866302,2.366629
17,35.714425,139.662905
18,1.401874,103.82939
19,-33.907871,151.17357
