timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753380130.3298023,1,5,"[0, 3]",2,0.4,0.4,"{0: 1.0, 3: 1.0}",,,
1753380165.6436334,2,5,"[2, 4]",2,0.4,0.4,"{2: 1.0, 4: 1.0}",,,
1753380199.8118045,3,5,"[2, 1]",2,0.4,0.4,"{2: 1.0, 1: 1.0}",,,
1753380234.7373276,4,5,"[3, 0]",2,0.4,0.4,"{3: 1.0, 0: 1.0}",,,
1753380243.5973148,5,5,"[1, 2]",2,0.4,0.4,"{1: 1.0, 2: 1.0}",,,
1753380252.7463696,6,5,"[0, 2]",2,0.4,0.4,"{0: 1.0, 2: 1.0}",,,
1753380261.0772228,7,5,"[4, 1]",2,0.4,0.4,"{4: 1.0, 1: 1.0}",,,
1753380269.870746,8,5,"[2, 0]",2,0.4,0.4,"{2: 1.0, 0: 1.0}",,,
1753380278.4256985,9,5,"[0, 4]",2,0.4,0.4,"{0: 1.0, 4: 1.0}",,,
1753380287.0929651,10,5,"[4, 1]",2,0.4,0.4,"{4: 1.0, 1: 1.0}",,,
