node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,HIPAA,4,512,tier1_hospital,0.963,critical,50000
1,clinic_001,1000,tier_2,16,GDPR,2,64,tier2_hospital,0.912,high,20000
2,research_center_002,20000,tier_3,256,GDPR,8,1024,research_center,0.988,critical,50000
3,mobile_unit_003,1000,tier_1,4,HIPAA,2,64,mobile_unit,0.796,critical,5000
4,edge_device_004,50,tier_2,2,local,1,8,edge_device,0.858,standard,2000
5,hospital_005,10000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.989,standard,20000
6,clinic_006,5000,tier_2,64,GDPR,4,64,tier2_hospital,0.966,standard,5000
7,research_center_007,10000,tier_3,64,PIPEDA,16,512,research_center,0.985,critical,20000
8,mobile_unit_008,100,tier_1,4,GDPR,2,16,mobile_unit,0.76,standard,1000
9,edge_device_009,500,tier_2,4,GDPR,1,16,edge_device,0.824,standard,2000
