node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,ISO27001,radiology,1976,private,mayo_clinic,tier1_hospital,1238
1,regional,HIPAA_compliant,oncology,1995,mixed,johns_hopkins,tier2_hospital,3629
2,regional,ISO27001,cardiology,2019,public,stanford_med,research_center,298
3,international,SOC2,neurology,2004,mixed,mass_general,mobile_unit,3518
4,regional,HIPAA_compliant,pathology,1997,research_grant,ucla_health,edge_device,3631
5,local,FedRAMP,radiology,1977,mixed,mayo_clinic,tier1_hospital,3307
6,international,SOC2,oncology,2015,private,johns_hopkins,tier2_hospital,2606
7,national,HIPAA_compliant,cardiology,1967,mixed,stanford_med,research_center,1556
8,national,ISO27001,neurology,1995,research_grant,mass_general,mobile_unit,656
9,regional,ISO27001,pathology,1957,private,ucla_health,edge_device,3271
