node_id,latitude,longitude
0,44.067993,-92.431751
1,39.302645,-76.658671
2,37.451987,-122.124837
3,42.365765,-71.068231
4,34.067446,-118.222545
5,51.531737,-0.134226
6,48.834048,2.39433
7,35.650688,139.60565
8,1.357312,103.853079
9,-33.868306,151.229059
10,44.039213,-92.458594
11,39.327095,-76.589836
12,37.459092,-122.16248
13,42.314536,-71.064732
14,34.038346,-118.293509
15,51.523382,-0.16034
16,48.897278,2.38098
17,35.626332,139.615796
18,1.332494,103.804005
19,-33.822939,151.226736
