node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,GDPR,8,256,tier1_hospital,0.956,critical,20000
1,clinic_001,5000,tier_2,32,GDPR,4,256,tier2_hospital,0.963,standard,20000
2,research_center_002,5000,tier_3,64,local,32,512,research_center,1.0,critical,20000
3,mobile_unit_003,500,tier_1,4,GDPR,2,32,mobile_unit,0.78,critical,5000
4,edge_device_004,50,tier_2,8,PIPEDA,1,32,edge_device,0.736,standard,1000
5,hospital_005,2000,tier_1,64,HIPAA,4,512,tier1_hospital,0.96,critical,10000
6,clinic_006,1000,tier_2,16,local,4,128,tier2_hospital,0.945,standard,20000
7,research_center_007,5000,tier_3,128,HIPAA,16,256,research_center,0.982,standard,50000
8,mobile_unit_008,500,tier_1,8,PIPEDA,1,32,mobile_unit,0.824,standard,1000
9,edge_device_009,100,tier_2,4,HIPAA,1,8,edge_device,0.821,critical,500
