node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.049508,-92.485602,north_america,America/Chicago
1,Baltimore,USA,39.277626,-76.623609,europe,America/New_York
2,Palo Alto,USA,37.412714,-122.136132,asia_pacific,America/Los_Angeles
3,Boston,USA,42.365859,-71.092141,south_america,America/New_York
4,Los Angeles,USA,34.061414,-118.248947,africa,America/Los_Angeles
5,London,UK,51.479081,-0.167225,north_america,Europe/London
6,Paris,France,48.813335,2.382763,europe,Europe/Paris
7,Tokyo,Japan,35.676358,139.694825,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.374307,103.790932,south_america,Asia/Singapore
9,Sydney,Australia,-33.831458,151.232339,africa,Australia/Sydney
10,Rochester,USA,44.002767,-92.464275,north_america,America/Chicago
11,Baltimore,USA,39.266797,-76.61866,europe,America/New_York
12,Palo Alto,USA,37.490007,-122.119504,asia_pacific,America/Los_Angeles
13,Boston,USA,42.350602,-71.061738,south_america,America/New_York
14,Los Angeles,USA,34.039482,-118.234794,africa,America/Los_Angeles
