edge,weight
0-1,5695.07
0-2,1802.08
0-3,2000.76
0-4,436.51
0-5,485.86
0-6,2043.28
0-7,551.0
0-8,506.3
0-9,466.49
0-10,1928.64
0-11,5922.9
0-12,84.05
0-13,110.66
0-14,475.94
1-2,1123.25
1-3,97.56
1-4,971.13
1-5,4320.61
1-6,2372.9
1-7,1137.47
1-8,106.87
1-9,1844.44
1-10,558.77
1-11,102.03
1-12,85.77
1-13,5621.07
1-14,5339.57
2-3,2175.49
2-4,104.02
2-5,563.52
2-6,91.66
2-7,4282.78
2-8,88.43
2-9,490.32
2-10,109.17
2-11,2116.04
2-12,1729.96
2-13,1159.45
2-14,5986.49
3-4,453.29
3-5,2040.5
3-6,440.37
3-7,4081.75
3-8,415.95
3-9,2088.56
3-10,861.14
3-11,538.67
3-12,80.46
3-13,1033.53
3-14,119.53
4-5,2149.17
4-6,1128.58
4-7,550.35
4-8,4090.15
4-9,940.77
4-10,86.21
4-11,4018.7
4-12,91.92
4-13,5969.82
4-14,902.89
5-6,434.76
5-7,5217.41
5-8,410.3
5-9,112.08
5-10,2304.53
5-11,2105.54
5-12,1125.49
5-13,5575.38
5-14,535.51
6-7,84.58
6-8,111.24
6-9,5443.74
6-10,805.47
6-11,416.4
6-12,113.71
6-13,1948.68
6-14,998.35
7-8,4075.76
7-9,822.78
7-10,81.0
7-11,4376.47
7-12,107.4
7-13,941.82
7-14,4940.66
8-9,1067.62
8-10,552.54
8-11,4282.02
8-12,84.39
8-13,1995.09
8-14,5370.4
9-10,1962.47
9-11,2053.85
9-12,94.36
9-13,2293.19
9-14,80.23
10-11,2078.08
10-12,1823.27
10-13,420.51
10-14,4044.05
11-12,437.86
11-13,528.24
11-14,4578.21
12-13,83.96
12-14,969.72
13-14,513.01
