node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,ISO27001,radiology,1963,public,mayo_clinic,tier1_hospital,2866
1,local,FedRAMP,oncology,2008,research_grant,johns_hopkins,tier2_hospital,2744
2,international,FedRAMP,cardiology,2018,mixed,stanford_med,research_center,2099
3,national,HIPAA_compliant,neurology,2006,private,mass_general,mobile_unit,2617
4,local,FedRAMP,pathology,1951,public,ucla_health,edge_device,3134
5,local,FedRAMP,radiology,2015,research_grant,mayo_clinic,tier1_hospital,4741
6,national,SOC2,oncology,1955,private,johns_hopkins,tier2_hospital,4312
7,local,HIPAA_compliant,cardiology,1950,mixed,stanford_med,research_center,3706
8,local,SOC2,neurology,1988,public,mass_general,mobile_unit,2774
9,local,ISO27001,pathology,1997,public,ucla_health,edge_device,2372
