node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,HIPAA_compliant,radiology,2003,public,mayo_clinic,tier1_hospital,2517
1,regional,ISO27001,oncology,2001,research_grant,johns_hopkins,tier2_hospital,260
2,regional,HIPAA_compliant,cardiology,1984,mixed,stanford_med,research_center,2876
3,regional,SOC2,neurology,1987,public,mass_general,mobile_unit,477
4,local,HIPAA_compliant,pathology,1986,public,ucla_health,edge_device,213
5,regional,ISO27001,radiology,2011,mixed,mayo_clinic,tier1_hospital,668
6,national,ISO27001,oncology,2016,public,johns_hopkins,tier2_hospital,4667
7,national,HIPAA_compliant,cardiology,2015,public,stanford_med,research_center,3317
8,local,FedRAMP,neurology,1983,public,mass_general,mobile_unit,3784
9,national,HIPAA_compliant,pathology,1961,mixed,ucla_health,edge_device,2033
10,regional,FedRAMP,radiology,1977,private,mayo_clinic,tier1_hospital,2455
11,regional,SOC2,oncology,1952,research_grant,johns_hopkins,tier2_hospital,4922
12,international,FedRAMP,cardiology,1962,private,stanford_med,research_center,931
13,international,SOC2,neurology,2014,mixed,mass_general,mobile_unit,2720
14,local,SOC2,pathology,1996,private,ucla_health,edge_device,4378
