edge,weight
0-1,522.03
0-2,110.08
0-3,513.27
0-4,586.49
0-5,481.59
0-6,117.4
0-7,530.72
0-8,1975.23
0-9,958.12
1-2,89.77
1-3,5471.12
1-4,102.55
1-5,87.41
1-6,111.91
1-7,842.75
1-8,2187.24
1-9,521.24
2-3,2320.8
2-4,111.96
2-5,5991.88
2-6,560.52
2-7,113.83
2-8,2240.88
2-9,88.01
3-4,1712.88
3-5,1890.93
3-6,497.08
3-7,2142.21
3-8,547.38
3-9,5707.39
4-5,515.64
4-6,116.21
4-7,481.23
4-8,591.02
4-9,93.17
5-6,977.01
5-7,1172.56
5-8,1986.26
5-9,452.19
6-7,812.94
6-8,578.93
6-9,2291.4
7-8,111.82
7-9,405.81
8-9,435.85
