edge,weight
0-1,102.09
0-2,96.29
0-3,532.63
0-4,531.16
0-5,5101.9
0-6,1678.66
0-7,535.87
0-8,2210.32
0-9,1632.75
0-10,1778.53
0-11,2390.36
0-12,1873.63
0-13,99.41
0-14,452.01
1-2,86.2
1-3,1716.0
1-4,5056.96
1-5,105.51
1-6,1062.46
1-7,542.74
1-8,4483.85
1-9,5552.51
1-10,2121.56
1-11,499.69
1-12,118.08
1-13,87.06
1-14,1680.12
2-3,5287.8
2-4,930.14
2-5,547.01
2-6,1623.75
2-7,552.69
2-8,81.15
2-9,5746.63
2-10,2281.41
2-11,1196.99
2-12,4568.88
2-13,438.09
2-14,99.59
3-4,5910.67
3-5,1114.1
3-6,897.24
3-7,495.58
3-8,90.47
3-9,97.96
3-10,408.57
3-11,118.95
3-12,1090.0
3-13,1793.83
3-14,411.58
4-5,868.6
4-6,535.98
4-7,1830.15
4-8,877.0
4-9,441.3
4-10,2309.27
4-11,93.1
4-12,2349.26
4-13,1771.32
4-14,500.64
5-6,5366.29
5-7,4810.41
5-8,4998.41
5-9,494.75
5-10,2269.89
5-11,103.8
5-12,2001.05
5-13,1094.61
5-14,544.03
6-7,1681.85
6-8,95.94
6-9,1187.68
6-10,4104.88
6-11,4716.62
6-12,975.33
6-13,1887.12
6-14,928.86
7-8,964.42
7-9,1121.81
7-10,92.0
7-11,906.13
7-12,1077.67
7-13,842.0
7-14,1963.92
8-9,5635.62
8-10,5677.38
8-11,1078.28
8-12,527.82
8-13,563.98
8-14,1023.43
9-10,5862.78
9-11,5564.85
9-12,513.65
9-13,83.68
9-14,1158.3
10-11,1757.08
10-12,119.8
10-13,578.22
10-14,474.98
11-12,964.87
11-13,1684.66
11-14,86.4
12-13,1674.59
12-14,906.08
13-14,1659.18
