node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,local,16,256,tier1_hospital,0.996,critical,20000
1,clinic_001,1000,tier_2,16,PIPEDA,8,256,tier2_hospital,0.951,standard,20000
2,research_center_002,10000,tier_3,128,GDPR,32,256,research_center,1.0,high,100000
3,mobile_unit_003,100,tier_1,8,local,2,64,mobile_unit,0.793,critical,5000
4,edge_device_004,100,tier_2,2,HIPAA,0,16,edge_device,0.886,high,2000
5,hospital_005,2000,tier_1,32,local,16,128,tier1_hospital,0.962,standard,20000
6,clinic_006,5000,tier_2,32,GDPR,2,128,tier2_hospital,0.926,standard,20000
7,research_center_007,5000,tier_3,128,GDPR,32,1024,research_center,0.995,standard,50000
8,mobile_unit_008,1000,tier_1,16,local,2,32,mobile_unit,0.773,critical,2000
9,edge_device_009,50,tier_2,2,GDPR,1,8,edge_device,0.852,high,1000
