node_id,latitude,longitude
0,44.011282,-92.470253
1,39.254619,-76.65558
2,37.402533,-122.143379
3,42.387315,-71.096806
4,34.025935,-118.221811
5,51.506528,-0.150786
6,48.846362,2.312846
7,35.723505,139.632149
8,1.381222,103.790869
9,-33.907,151.211193
10,43.9987,-92.499916
11,39.290548,-76.605252
12,37.405255,-122.123632
13,42.399362,-71.036683
14,34.068504,-118.226027
15,51.526381,-0.136701
16,48.826321,2.387222
17,35.665106,139.615931
18,1.329371,103.862473
19,-33.862484,151.218679
