edge,weight
0-1,90.57
0-2,108.97
0-3,87.16
0-4,98.92
0-5,104.74
0-6,461.62
0-7,982.37
0-8,1196.78
0-9,4884.74
0-10,89.26
0-11,490.85
0-12,86.23
0-13,5783.79
0-14,570.43
0-15,86.32
0-16,891.16
0-17,4724.52
0-18,453.01
0-19,4898.69
1-2,118.64
1-3,905.35
1-4,2245.95
1-5,455.76
1-6,575.94
1-7,5184.07
1-8,111.4
1-9,516.85
1-10,5401.09
1-11,85.2
1-12,505.5
1-13,1042.73
1-14,114.05
1-15,85.59
1-16,1787.04
1-17,4300.34
1-18,99.97
1-19,4657.41
2-3,96.6
2-4,102.0
2-5,1711.16
2-6,90.66
2-7,2001.92
2-8,990.35
2-9,1103.59
2-10,956.71
2-11,97.92
2-12,99.54
2-13,2045.45
2-14,2086.78
2-15,526.1
2-16,516.87
2-17,946.57
2-18,517.56
2-19,1044.76
3-4,537.14
3-5,5023.07
3-6,4323.01
3-7,82.66
3-8,1995.9
3-9,81.02
3-10,898.2
3-11,452.9
3-12,806.07
3-13,1109.61
3-14,420.79
3-15,1153.08
3-16,1791.78
3-17,889.08
3-18,5284.81
3-19,488.26
4-5,95.7
4-6,118.41
4-7,89.75
4-8,838.65
4-9,2235.25
4-10,115.58
4-11,1802.2
4-12,4558.25
4-13,990.51
4-14,1837.87
4-15,2291.55
4-16,88.97
4-17,808.8
4-18,482.2
4-19,4271.62
5-6,1879.84
5-7,488.8
5-8,571.33
5-9,890.22
5-10,80.5
5-11,466.81
5-12,413.56
5-13,1161.77
5-14,117.31
5-15,1974.96
5-16,4085.88
5-17,417.98
5-18,571.39
5-19,425.71
6-7,1703.43
6-8,119.87
6-9,5049.21
6-10,118.09
6-11,5146.83
6-12,549.84
6-13,117.61
6-14,114.12
6-15,5350.64
6-16,2164.82
6-17,965.28
6-18,404.32
6-19,1092.29
7-8,1072.16
7-9,400.52
7-10,82.81
7-11,993.43
7-12,820.79
7-13,5393.91
7-14,448.45
7-15,2248.71
7-16,940.54
7-17,444.23
7-18,93.89
7-19,1804.12
8-9,966.96
8-10,494.9
8-11,417.5
8-12,4273.62
8-13,404.64
8-14,99.19
8-15,901.08
8-16,1837.78
8-17,492.81
8-18,584.67
8-19,533.67
9-10,4908.96
9-11,2263.47
9-12,872.78
9-13,403.95
9-14,949.61
9-15,556.32
9-16,5511.78
9-17,961.94
9-18,973.65
9-19,506.29
10-11,5127.02
10-12,545.21
10-13,452.16
10-14,2141.06
10-15,856.77
10-16,1027.01
10-17,84.7
10-18,561.8
10-19,5753.51
11-12,587.37
11-13,87.87
11-14,5739.71
11-15,5293.33
11-16,2121.59
11-17,1843.5
11-18,548.76
11-19,871.25
12-13,836.86
12-14,97.26
12-15,108.9
12-16,488.6
12-17,515.98
12-18,1703.87
12-19,111.9
13-14,4913.31
13-15,1845.26
13-16,967.41
13-17,430.33
13-18,5535.33
13-19,515.23
14-15,801.6
14-16,1683.4
14-17,1090.43
14-18,1138.82
14-19,5685.79
15-16,5969.51
15-17,1142.78
15-18,844.5
15-19,1769.31
16-17,478.36
16-18,83.61
16-19,2269.48
17-18,81.22
17-19,1061.34
18-19,402.83
