node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.994003,-92.494445,north_america,America/Chicago
1,Baltimore,USA,39.278618,-76.600869,europe,America/New_York
2,Palo Alto,USA,37.436936,-122.140218,asia_pacific,America/Los_Angeles
3,Boston,USA,42.363712,-71.028485,south_america,America/New_York
4,Los Angeles,USA,34.038987,-118.221766,africa,America/Los_Angeles
5,London,UK,51.537266,-0.079458,north_america,Europe/London
6,Paris,France,48.856301,2.373301,europe,Europe/Paris
7,Tokyo,Japan,35.6617,139.69121,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.395467,103.794906,south_america,Asia/Singapore
9,Sydney,Australia,-33.887788,151.217539,africa,Australia/Sydney
