node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,SOC2,radiology,1958,mixed,mayo_clinic,tier1_hospital,1900
1,national,HIPAA_compliant,oncology,2011,private,johns_hopkins,tier2_hospital,364
2,international,HIPAA_compliant,cardiology,1989,public,stanford_med,research_center,2833
3,international,HIPAA_compliant,neurology,1958,mixed,mass_general,mobile_unit,3086
4,local,SOC2,pathology,1987,mixed,ucla_health,edge_device,1631
5,national,SOC2,radiology,1962,public,mayo_clinic,tier1_hospital,3764
6,regional,FedRAMP,oncology,1961,private,johns_hopkins,tier2_hospital,2250
7,international,SOC2,cardiology,1963,research_grant,stanford_med,research_center,1655
8,local,FedRAMP,neurology,1957,private,mass_general,mobile_unit,2161
9,regional,FedRAMP,pathology,1994,private,ucla_health,edge_device,3270
