node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,16,256,tier1_hospital,0.986,critical,10000
1,clinic_001,1000,tier_2,32,HIPAA,2,256,tier2_hospital,0.967,high,20000
2,research_center_002,20000,tier_3,128,local,8,512,research_center,0.994,high,50000
3,mobile_unit_003,100,tier_1,8,GDPR,2,16,mobile_unit,0.802,high,5000
4,edge_device_004,50,tier_2,2,local,0,32,edge_device,0.785,critical,2000
5,hospital_005,10000,tier_1,128,local,16,256,tier1_hospital,0.954,standard,20000
6,clinic_006,5000,tier_2,64,GDPR,4,128,tier2_hospital,0.975,standard,20000
7,research_center_007,10000,tier_3,256,HIPAA,8,256,research_center,0.988,high,20000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,1,16,mobile_unit,0.867,standard,5000
9,edge_device_009,50,tier_2,4,HIPAA,1,16,edge_device,0.865,critical,1000
10,hospital_010,10000,tier_1,128,GDPR,8,512,tier1_hospital,0.953,high,10000
11,clinic_011,2000,tier_2,16,local,2,64,tier2_hospital,0.92,critical,10000
12,research_center_012,20000,tier_3,64,PIPEDA,32,1024,research_center,0.985,standard,50000
13,mobile_unit_013,500,tier_1,8,local,2,16,mobile_unit,0.784,standard,1000
14,edge_device_014,500,tier_2,4,HIPAA,0,32,edge_device,0.808,high,1000
15,hospital_015,5000,tier_1,32,PIPEDA,4,512,tier1_hospital,0.962,standard,50000
16,clinic_016,1000,tier_2,32,PIPEDA,8,64,tier2_hospital,0.947,critical,20000
17,research_center_017,5000,tier_3,64,HIPAA,32,256,research_center,0.999,standard,20000
18,mobile_unit_018,100,tier_1,8,GDPR,1,16,mobile_unit,0.899,high,5000
19,edge_device_019,100,tier_2,2,local,0,8,edge_device,0.824,standard,1000
