param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.2502453327178955, 'mean': 0.00039835565257817507, 'std': 0.1105748787522316}",1,0,1,1749449990.205611,parameter_transfer
"{'norm': 3.2502453327178955, 'mean': 0.00039835565257817507, 'std': 0.1105748787522316}",1,0,2,1749449990.205611,parameter_transfer
"{'norm': 3.2502453327178955, 'mean': 0.00039835565257817507, 'std': 0.1105748787522316}",1,0,3,1749449990.205611,parameter_transfer
"{'norm': 3.2502453327178955, 'mean': 0.00039835565257817507, 'std': 0.1105748787522316}",1,0,4,1749449990.205611,parameter_transfer
"{'norm': 3.2502453327178955, 'mean': 0.00039835565257817507, 'std': 0.1105748787522316}",1,0,5,1749449990.205611,parameter_transfer
"{'norm': 3.2502453327178955, 'mean': 0.00039835565257817507, 'std': 0.1105748787522316}",1,0,6,1749449990.205611,parameter_transfer
"{'norm': 3.2502453327178955, 'mean': 0.00039835565257817507, 'std': 0.1105748787522316}",1,0,7,1749449990.205611,parameter_transfer
"{'norm': 3.2502453327178955, 'mean': 0.00039835565257817507, 'std': 0.1105748787522316}",1,0,8,1749449990.205611,parameter_transfer
"{'norm': 3.2502453327178955, 'mean': 0.00039835565257817507, 'std': 0.1105748787522316}",1,0,9,1749449990.205611,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,1,0,1749449990.2056842,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,1,2,1749449990.2056842,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,1,3,1749449990.2056842,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,1,4,1749449990.2056842,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,1,5,1749449990.2056842,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,1,6,1749449990.2056842,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,1,7,1749449990.2056842,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,1,8,1749449990.2056842,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,1,9,1749449990.2056842,parameter_transfer
"{'norm': 3.2506871223449707, 'mean': 0.0004028657276649028, 'std': 0.1105898916721344}",1,2,0,1749449990.2057214,parameter_transfer
"{'norm': 3.2506871223449707, 'mean': 0.0004028657276649028, 'std': 0.1105898916721344}",1,2,1,1749449990.2057214,parameter_transfer
"{'norm': 3.2506871223449707, 'mean': 0.0004028657276649028, 'std': 0.1105898916721344}",1,2,3,1749449990.2057214,parameter_transfer
"{'norm': 3.2506871223449707, 'mean': 0.0004028657276649028, 'std': 0.1105898916721344}",1,2,4,1749449990.2057214,parameter_transfer
"{'norm': 3.2506871223449707, 'mean': 0.0004028657276649028, 'std': 0.1105898916721344}",1,2,5,1749449990.2057214,parameter_transfer
"{'norm': 3.2506871223449707, 'mean': 0.0004028657276649028, 'std': 0.1105898916721344}",1,2,6,1749449990.2057214,parameter_transfer
"{'norm': 3.2506871223449707, 'mean': 0.0004028657276649028, 'std': 0.1105898916721344}",1,2,7,1749449990.2057214,parameter_transfer
"{'norm': 3.2506871223449707, 'mean': 0.0004028657276649028, 'std': 0.1105898916721344}",1,2,8,1749449990.2057214,parameter_transfer
"{'norm': 3.2506871223449707, 'mean': 0.0004028657276649028, 'std': 0.1105898916721344}",1,2,9,1749449990.2057214,parameter_transfer
"{'norm': 3.250427722930908, 'mean': 0.0003970378602389246, 'std': 0.11058109253644943}",1,3,0,1749449990.2057571,parameter_transfer
"{'norm': 3.250427722930908, 'mean': 0.0003970378602389246, 'std': 0.11058109253644943}",1,3,1,1749449990.2057571,parameter_transfer
"{'norm': 3.250427722930908, 'mean': 0.0003970378602389246, 'std': 0.11058109253644943}",1,3,2,1749449990.2057571,parameter_transfer
"{'norm': 3.250427722930908, 'mean': 0.0003970378602389246, 'std': 0.11058109253644943}",1,3,4,1749449990.2057571,parameter_transfer
"{'norm': 3.250427722930908, 'mean': 0.0003970378602389246, 'std': 0.11058109253644943}",1,3,5,1749449990.2057571,parameter_transfer
"{'norm': 3.250427722930908, 'mean': 0.0003970378602389246, 'std': 0.11058109253644943}",1,3,6,1749449990.2057571,parameter_transfer
"{'norm': 3.250427722930908, 'mean': 0.0003970378602389246, 'std': 0.11058109253644943}",1,3,7,1749449990.2057571,parameter_transfer
"{'norm': 3.250427722930908, 'mean': 0.0003970378602389246, 'std': 0.11058109253644943}",1,3,8,1749449990.2057571,parameter_transfer
"{'norm': 3.250427722930908, 'mean': 0.0003970378602389246, 'std': 0.11058109253644943}",1,3,9,1749449990.2057571,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,4,0,1749449990.2058198,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,4,1,1749449990.2058198,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,4,2,1749449990.2058198,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,4,3,1749449990.2058198,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,4,5,1749449990.2058198,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,4,6,1749449990.2058198,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,4,7,1749449990.2058198,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,4,8,1749449990.2058198,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,4,9,1749449990.2058198,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,5,0,1749449990.2058525,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,5,1,1749449990.2058525,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,5,2,1749449990.2058525,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,5,3,1749449990.2058525,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,5,4,1749449990.2058525,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,5,6,1749449990.2058525,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,5,7,1749449990.2058525,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,5,8,1749449990.2058525,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,5,9,1749449990.2058525,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,6,0,1749449990.2058911,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,6,1,1749449990.2058911,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,6,2,1749449990.2058911,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,6,3,1749449990.2058911,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,6,4,1749449990.2058911,parameter_transfer
"{'norm': 3.250398874282837, 'mean': 0.0003976620500907302, 'std': 0.11058010160923004}",1,6,5,1749449990.2058911,parameter_transfer
