node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,local,4,512,tier1_hospital,0.952,standard,20000
1,clinic_001,2000,tier_2,64,HIPAA,4,128,tier2_hospital,0.963,standard,5000
2,research_center_002,20000,tier_3,256,PIPEDA,16,512,research_center,0.986,critical,50000
3,mobile_unit_003,100,tier_1,8,local,1,16,mobile_unit,0.896,critical,1000
4,edge_device_004,50,tier_2,4,local,1,32,edge_device,0.862,critical,1000
5,hospital_005,2000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.98,standard,50000
6,clinic_006,5000,tier_2,64,local,4,128,tier2_hospital,0.961,critical,5000
7,research_center_007,20000,tier_3,128,HIPAA,32,512,research_center,0.985,high,50000
8,mobile_unit_008,500,tier_1,16,PIPEDA,2,16,mobile_unit,0.802,high,5000
9,edge_device_009,500,tier_2,2,PIPEDA,1,32,edge_device,0.828,critical,2000
10,hospital_010,10000,tier_1,32,local,16,512,tier1_hospital,0.976,critical,20000
11,clinic_011,5000,tier_2,64,HIPAA,2,256,tier2_hospital,0.954,high,10000
12,research_center_012,10000,tier_3,128,HIPAA,8,256,research_center,0.984,high,100000
13,mobile_unit_013,100,tier_1,16,PIPEDA,2,64,mobile_unit,0.896,critical,5000
14,edge_device_014,50,tier_2,2,HIPAA,1,8,edge_device,0.774,critical,1000
