node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,SOC2,radiology,1962,mixed,mayo_clinic,tier1_hospital,4380
1,local,ISO27001,oncology,1974,public,johns_hopkins,tier2_hospital,1777
2,national,HIPAA_compliant,cardiology,1970,public,stanford_med,research_center,2353
3,national,SOC2,neurology,1976,public,mass_general,mobile_unit,1967
4,international,HIPAA_compliant,pathology,1983,private,ucla_health,edge_device,4145
5,national,HIPAA_compliant,radiology,1968,mixed,mayo_clinic,tier1_hospital,1307
6,local,SOC2,oncology,1984,private,johns_hopkins,tier2_hospital,3755
7,national,FedRAMP,cardiology,1970,private,stanford_med,research_center,3730
8,international,ISO27001,neurology,2007,research_grant,mass_general,mobile_unit,1923
9,local,FedRAMP,pathology,1987,private,ucla_health,edge_device,783
10,international,HIPAA_compliant,radiology,1967,public,mayo_clinic,tier1_hospital,1876
11,international,HIPAA_compliant,oncology,1986,mixed,johns_hopkins,tier2_hospital,2613
12,regional,SOC2,cardiology,1987,mixed,stanford_med,research_center,2173
13,national,ISO27001,neurology,2009,research_grant,mass_general,mobile_unit,2034
14,local,SOC2,pathology,2002,research_grant,ucla_health,edge_device,3821
