node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,4,128,tier1_hospital,0.991,critical,50000
1,clinic_001,5000,tier_2,16,GDPR,2,64,tier2_hospital,0.93,standard,5000
2,research_center_002,5000,tier_3,256,GDPR,16,1024,research_center,0.997,standard,20000
3,mobile_unit_003,1000,tier_1,16,PIPEDA,2,16,mobile_unit,0.838,standard,5000
4,edge_device_004,500,tier_2,4,local,1,16,edge_device,0.834,high,2000
5,hospital_005,5000,tier_1,32,GDPR,4,128,tier1_hospital,0.961,critical,20000
6,clinic_006,2000,tier_2,16,PIPEDA,8,256,tier2_hospital,0.914,critical,10000
7,research_center_007,10000,tier_3,64,local,32,1024,research_center,0.998,high,20000
8,mobile_unit_008,500,tier_1,8,HIPAA,1,16,mobile_unit,0.791,standard,1000
9,edge_device_009,50,tier_2,2,HIPAA,0,32,edge_device,0.779,high,500
