node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,ISO27001,radiology,2000,mixed,mayo_clinic,tier1_hospital,1809
1,national,HIPAA_compliant,oncology,1978,private,johns_hopkins,tier2_hospital,1001
2,local,FedRAMP,cardiology,1977,mixed,stanford_med,research_center,1086
3,regional,SOC2,neurology,1993,research_grant,mass_general,mobile_unit,141
4,national,ISO27001,pathology,2005,public,ucla_health,edge_device,2665
5,local,FedRAMP,radiology,1996,mixed,mayo_clinic,tier1_hospital,3895
6,regional,SOC2,oncology,1993,mixed,johns_hopkins,tier2_hospital,611
7,international,HIPAA_compliant,cardiology,1998,public,stanford_med,research_center,1389
8,national,ISO27001,neurology,1959,public,mass_general,mobile_unit,3639
9,local,FedRAMP,pathology,1989,public,ucla_health,edge_device,3193
