node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,HIPAA_compliant,radiology,2014,mixed,mayo_clinic,tier1_hospital,527
1,national,HIPAA_compliant,oncology,2007,mixed,johns_hopkins,tier2_hospital,3440
2,local,FedRAMP,cardiology,2004,mixed,stanford_med,research_center,1218
3,national,FedRAMP,neurology,1978,public,mass_general,mobile_unit,2086
4,national,SOC2,pathology,2003,public,ucla_health,edge_device,2150
5,regional,HIPAA_compliant,radiology,1997,public,mayo_clinic,tier1_hospital,2217
6,international,HIPAA_compliant,oncology,1968,private,johns_hopkins,tier2_hospital,2374
7,national,HIPAA_compliant,cardiology,1993,public,stanford_med,research_center,201
8,international,FedRAMP,neurology,1999,mixed,mass_general,mobile_unit,4493
9,international,HIPAA_compliant,pathology,1967,public,ucla_health,edge_device,4571
