node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,PIPEDA,8,128,tier1_hospital,0.968,critical,50000
1,clinic_001,1000,tier_2,16,local,2,128,tier2_hospital,0.98,standard,5000
2,research_center_002,5000,tier_3,256,GDPR,16,256,research_center,0.983,high,20000
3,mobile_unit_003,1000,tier_1,8,local,1,16,mobile_unit,0.859,high,2000
4,edge_device_004,100,tier_2,4,GDPR,1,8,edge_device,0.856,high,2000
5,hospital_005,5000,tier_1,64,PIPEDA,4,256,tier1_hospital,0.963,high,10000
6,clinic_006,5000,tier_2,64,HIPAA,4,64,tier2_hospital,0.957,critical,5000
7,research_center_007,5000,tier_3,128,local,32,1024,research_center,0.988,high,50000
8,mobile_unit_008,1000,tier_1,4,HIPAA,1,64,mobile_unit,0.756,standard,2000
9,edge_device_009,50,tier_2,4,PIPEDA,0,16,edge_device,0.741,high,500
