timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753374398.6486568,1,10,"[7, 2, 3, 0, 4, 6]",6,0.6,0.6,"{7: 1.0, 2: 1.0, 3: 1.0, 0: 1.0, 4: 1.0, 6: 1.0}",,,
1753374420.6654541,2,10,"[4, 1, 8, 7, 2, 6]",6,0.6,0.6,"{4: 1.0, 1: 1.0, 8: 1.0, 7: 1.0, 2: 1.0, 6: 1.0}",,,
1753374446.356952,3,10,"[6, 4, 8, 3, 1, 2]",6,0.6,0.6,"{6: 1.0, 4: 1.0, 8: 1.0, 3: 1.0, 1: 1.0, 2: 1.0}",,,
1753374452.898833,4,10,"[8, 0, 6, 7, 2, 1]",6,0.6,0.6,"{8: 1.0, 0: 1.0, 6: 1.0, 7: 1.0, 2: 1.0, 1: 1.0}",,,
1753374459.491635,5,10,"[4, 6, 0, 7, 8, 3]",6,0.6,0.6,"{4: 1.0, 6: 1.0, 0: 1.0, 7: 1.0, 8: 1.0, 3: 1.0}",,,
1753374466.0122566,6,10,"[3, 4, 5, 6, 8, 1]",6,0.6,0.6,"{3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 8: 1.0, 1: 1.0}",,,
1753374486.2739136,7,10,"[7, 1, 8, 2, 5, 6]",6,0.6,0.6,"{7: 1.0, 1: 1.0, 8: 1.0, 2: 1.0, 5: 1.0, 6: 1.0}",,,
1753374492.8239172,8,10,"[0, 2, 9, 4, 1, 8]",6,0.6,0.6,"{0: 1.0, 2: 1.0, 9: 1.0, 4: 1.0, 1: 1.0, 8: 1.0}",,,
1753374507.22383,9,10,"[8, 4, 2, 5, 0, 9]",6,0.6,0.6,"{8: 1.0, 4: 1.0, 2: 1.0, 5: 1.0, 0: 1.0, 9: 1.0}",,,
1753374514.0129697,10,10,"[5, 1, 6, 3, 2, 7]",6,0.6,0.6,"{5: 1.0, 1: 1.0, 6: 1.0, 3: 1.0, 2: 1.0, 7: 1.0}",,,
