node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,local,4,512,tier1_hospital,0.964,high,10000
1,clinic_001,1000,tier_2,16,GDPR,2,64,tier2_hospital,0.903,high,5000
2,research_center_002,10000,tier_3,64,PIPEDA,8,256,research_center,0.988,standard,100000
3,mobile_unit_003,500,tier_1,16,HIPAA,1,64,mobile_unit,0.798,high,5000
4,edge_device_004,100,tier_2,2,PIPEDA,0,16,edge_device,0.854,critical,500
5,hospital_005,2000,tier_1,64,local,16,128,tier1_hospital,0.982,high,50000
6,clinic_006,1000,tier_2,16,HIPAA,8,64,tier2_hospital,0.968,critical,5000
7,research_center_007,10000,tier_3,128,HIPAA,32,256,research_center,0.997,high,50000
8,mobile_unit_008,100,tier_1,4,PIPEDA,2,64,mobile_unit,0.849,standard,1000
9,edge_device_009,50,tier_2,4,GDPR,1,32,edge_device,0.895,critical,500
