edge,weight
0-1,82.21
0-2,2354.28
0-3,564.67
0-4,509.82
0-5,2254.28
0-6,4996.52
0-7,109.58
0-8,1094.25
0-9,1605.96
0-10,883.92
0-11,1938.83
0-12,1633.28
0-13,840.27
0-14,1617.27
1-2,832.45
1-3,2323.53
1-4,472.39
1-5,98.97
1-6,1749.85
1-7,586.61
1-8,540.23
1-9,110.74
1-10,5152.38
1-11,87.96
1-12,459.02
1-13,111.85
1-14,2284.88
2-3,5325.22
2-4,5798.65
2-5,437.35
2-6,4376.15
2-7,2075.69
2-8,470.19
2-9,1669.08
2-10,473.4
2-11,897.4
2-12,96.83
2-13,5267.56
2-14,1947.34
3-4,829.81
3-5,987.22
3-6,108.12
3-7,568.3
3-8,1883.79
3-9,558.69
3-10,488.57
3-11,117.78
3-12,1001.4
3-13,1178.52
3-14,436.31
4-5,1079.11
4-6,1136.76
4-7,973.59
4-8,413.34
4-9,599.59
4-10,4205.71
4-11,519.32
4-12,583.46
4-13,1846.68
4-14,4848.13
5-6,1149.17
5-7,417.08
5-8,1925.93
5-9,4756.91
5-10,4641.39
5-11,2391.92
5-12,1972.36
5-13,5082.73
5-14,100.43
6-7,5567.72
6-8,92.54
6-9,5474.44
6-10,106.16
6-11,114.71
6-12,1801.42
6-13,5692.67
6-14,1732.9
7-8,89.66
7-9,484.19
7-10,4577.47
7-11,1903.62
7-12,558.88
7-13,446.77
7-14,1132.92
8-9,5121.23
8-10,2294.3
8-11,2201.95
8-12,582.27
8-13,557.45
8-14,837.07
9-10,5075.11
9-11,105.89
9-12,5772.4
9-13,4955.98
9-14,800.18
10-11,1656.78
10-12,1641.68
10-13,999.07
10-14,1138.09
11-12,984.94
11-13,580.51
11-14,1729.03
12-13,1731.24
12-14,110.84
13-14,1025.35
