node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,HIPAA_compliant,radiology,1981,research_grant,mayo_clinic,tier1_hospital,2624
1,national,HIPAA_compliant,oncology,1956,public,johns_hopkins,tier2_hospital,4168
2,international,ISO27001,cardiology,1959,private,stanford_med,research_center,2382
3,national,SOC2,neurology,2004,private,mass_general,mobile_unit,3346
4,local,FedRAMP,pathology,2010,mixed,ucla_health,edge_device,4700
5,local,SOC2,radiology,1960,mixed,mayo_clinic,tier1_hospital,4771
6,regional,SOC2,oncology,2006,research_grant,johns_hopkins,tier2_hospital,2897
7,international,FedRAMP,cardiology,1970,public,stanford_med,research_center,4924
8,regional,HIPAA_compliant,neurology,2008,private,mass_general,mobile_unit,4782
9,national,HIPAA_compliant,pathology,1997,mixed,ucla_health,edge_device,515
