node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,PIPEDA,4,128,tier1_hospital,0.993,standard,50000
1,clinic_001,1000,tier_2,32,local,4,128,tier2_hospital,0.93,standard,10000
2,research_center_002,5000,tier_3,64,GDPR,16,1024,research_center,0.985,critical,50000
3,mobile_unit_003,500,tier_1,4,HIPAA,2,64,mobile_unit,0.85,critical,1000
4,edge_device_004,50,tier_2,8,GDPR,0,32,edge_device,0.749,high,2000
5,hospital_005,5000,tier_1,128,HIPAA,16,128,tier1_hospital,0.999,standard,50000
6,clinic_006,1000,tier_2,16,PIPEDA,8,256,tier2_hospital,0.919,critical,20000
7,research_center_007,10000,tier_3,64,GDPR,16,512,research_center,0.999,critical,20000
8,mobile_unit_008,100,tier_1,16,GDPR,1,64,mobile_unit,0.753,high,2000
9,edge_device_009,100,tier_2,8,local,0,16,edge_device,0.728,standard,2000
