node_id,latitude,longitude
0,44.028086,-92.476733
1,39.28989,-76.622936
2,37.470413,-122.170378
3,42.384148,-71.044654
4,34.101924,-118.231198
5,51.502702,-0.086142
6,48.902539,2.382635
7,35.672054,139.667483
8,1.345057,103.835356
9,-33.848668,151.187555
10,44.001579,-92.493152
11,39.310616,-76.633831
12,37.46485,-122.162658
13,42.385289,-71.013695
14,34.002596,-118.262997
15,51.538657,-0.121552
16,48.842157,2.384703
17,35.720883,139.675222
18,1.389285,103.816943
19,-33.8692,151.239202
