node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,local,8,128,tier1_hospital,0.956,critical,10000
1,clinic_001,2000,tier_2,32,HIPAA,8,256,tier2_hospital,0.932,critical,5000
2,research_center_002,5000,tier_3,128,HIPAA,32,512,research_center,0.983,high,100000
3,mobile_unit_003,100,tier_1,16,PIPEDA,1,64,mobile_unit,0.841,critical,1000
4,edge_device_004,50,tier_2,4,local,0,32,edge_device,0.883,high,1000
5,hospital_005,10000,tier_1,64,HIPAA,4,512,tier1_hospital,0.963,standard,20000
6,clinic_006,2000,tier_2,32,GDPR,4,64,tier2_hospital,0.966,high,10000
7,research_center_007,20000,tier_3,128,HIPAA,16,256,research_center,0.992,standard,50000
8,mobile_unit_008,500,tier_1,4,HIPAA,2,32,mobile_unit,0.832,high,1000
9,edge_device_009,500,tier_2,4,local,1,8,edge_device,0.764,standard,2000
10,hospital_010,10000,tier_1,32,HIPAA,4,256,tier1_hospital,0.952,standard,20000
11,clinic_011,5000,tier_2,32,local,4,256,tier2_hospital,0.944,standard,20000
12,research_center_012,10000,tier_3,64,GDPR,8,1024,research_center,0.995,critical,50000
13,mobile_unit_013,100,tier_1,16,PIPEDA,2,32,mobile_unit,0.826,standard,2000
14,edge_device_014,500,tier_2,8,HIPAA,0,16,edge_device,0.788,standard,2000
15,hospital_015,2000,tier_1,64,PIPEDA,8,256,tier1_hospital,0.994,critical,50000
16,clinic_016,1000,tier_2,64,PIPEDA,2,128,tier2_hospital,0.933,standard,5000
17,research_center_017,10000,tier_3,128,local,16,512,research_center,0.989,high,100000
18,mobile_unit_018,500,tier_1,8,GDPR,2,16,mobile_unit,0.767,high,1000
19,edge_device_019,500,tier_2,2,PIPEDA,1,8,edge_device,0.712,high,500
