node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,FedRAMP,radiology,2008,private,mayo_clinic,tier1_hospital,642
1,international,ISO27001,oncology,1987,research_grant,johns_hopkins,tier2_hospital,1231
2,regional,HIPAA_compliant,cardiology,1981,research_grant,stanford_med,research_center,3598
3,local,SOC2,neurology,2010,research_grant,mass_general,mobile_unit,2554
4,local,ISO27001,pathology,1976,public,ucla_health,edge_device,293
5,national,HIPAA_compliant,radiology,1960,public,mayo_clinic,tier1_hospital,4356
6,international,ISO27001,oncology,1959,research_grant,johns_hopkins,tier2_hospital,3038
7,international,ISO27001,cardiology,1999,research_grant,stanford_med,research_center,4273
8,local,ISO27001,neurology,1989,mixed,mass_general,mobile_unit,4902
9,regional,HIPAA_compliant,pathology,2011,private,ucla_health,edge_device,1602
10,international,SOC2,radiology,1975,public,mayo_clinic,tier1_hospital,4145
11,local,HIPAA_compliant,oncology,1998,private,johns_hopkins,tier2_hospital,1154
12,international,ISO27001,cardiology,1975,public,stanford_med,research_center,3162
13,regional,HIPAA_compliant,neurology,2010,mixed,mass_general,mobile_unit,964
14,national,FedRAMP,pathology,1979,mixed,ucla_health,edge_device,1245
15,international,SOC2,radiology,1985,public,mayo_clinic,tier1_hospital,1505
16,national,HIPAA_compliant,oncology,1973,mixed,johns_hopkins,tier2_hospital,3575
17,national,HIPAA_compliant,cardiology,2009,public,stanford_med,research_center,1287
18,local,ISO27001,neurology,1959,mixed,mass_general,mobile_unit,1499
19,regional,SOC2,pathology,1988,private,ucla_health,edge_device,4596
