node_id,latitude,longitude
0,44.048746,-92.422113
1,39.33973,-76.567792
2,37.474574,-122.18454
3,42.327464,-71.063072
4,34.046084,-118.210279
5,51.496478,-0.13066
6,48.88025,2.370359
7,35.685589,139.691243
8,1.393822,103.786128
9,-33.881613,151.163118
10,43.987138,-92.51289
11,39.29571,-76.597898
12,37.460595,-122.146021
13,42.370427,-71.061149
14,34.051298,-118.213682
15,51.549011,-0.141006
16,48.876736,2.375964
17,35.668459,139.630676
18,1.396345,103.784978
19,-33.875187,151.254046
