node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,GDPR,4,128,tier1_hospital,0.972,high,20000
1,clinic_001,5000,tier_2,32,PIPEDA,4,256,tier2_hospital,0.919,standard,10000
2,research_center_002,10000,tier_3,64,GDPR,8,256,research_center,0.999,standard,20000
3,mobile_unit_003,1000,tier_1,4,HIPAA,1,16,mobile_unit,0.838,high,2000
4,edge_device_004,50,tier_2,8,HIPAA,0,16,edge_device,0.789,high,500
5,hospital_005,2000,tier_1,32,PIPEDA,8,512,tier1_hospital,0.962,critical,10000
6,clinic_006,1000,tier_2,32,PIPEDA,8,64,tier2_hospital,0.977,standard,10000
7,research_center_007,5000,tier_3,64,HIPAA,16,256,research_center,0.983,critical,20000
8,mobile_unit_008,500,tier_1,4,local,2,64,mobile_unit,0.799,standard,2000
9,edge_device_009,100,tier_2,2,PIPEDA,0,16,edge_device,0.776,critical,2000
