node_id,latitude,longitude
0,43.977063,-92.435902
1,39.326534,-76.6435
2,37.422329,-122.114078
3,42.368541,-71.099617
4,34.064446,-118.203372
5,51.515916,-0.091469
6,48.842807,2.339558
7,35.629137,139.639879
8,1.381502,103.803521
9,-33.875139,151.170942
10,43.977511,-92.476648
11,39.33246,-76.639825
12,37.430585,-122.166695
13,42.348628,-71.062181
14,34.039271,-118.200517
15,51.523785,-0.155953
16,48.86219,2.34953
17,35.704929,139.652614
18,1.303728,103.854585
19,-33.861294,151.223664
