node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,GDPR,4,128,tier1_hospital,0.953,standard,50000
1,clinic_001,5000,tier_2,32,HIPAA,4,64,tier2_hospital,0.929,standard,5000
2,research_center_002,5000,tier_3,64,local,16,256,research_center,0.99,high,20000
3,mobile_unit_003,1000,tier_1,16,HIPAA,2,16,mobile_unit,0.818,critical,2000
4,edge_device_004,500,tier_2,4,GDPR,0,16,edge_device,0.8,standard,1000
5,hospital_005,5000,tier_1,32,PIPEDA,16,128,tier1_hospital,0.952,critical,50000
6,clinic_006,2000,tier_2,64,local,8,128,tier2_hospital,0.904,standard,5000
7,research_center_007,10000,tier_3,128,local,8,1024,research_center,0.99,high,100000
8,mobile_unit_008,100,tier_1,16,local,1,32,mobile_unit,0.827,critical,5000
9,edge_device_009,50,tier_2,2,PIPEDA,1,32,edge_device,0.73,standard,500
10,hospital_010,2000,tier_1,32,local,16,256,tier1_hospital,0.959,high,50000
11,clinic_011,1000,tier_2,64,PIPEDA,8,128,tier2_hospital,0.929,high,20000
12,research_center_012,10000,tier_3,256,PIPEDA,32,1024,research_center,0.989,high,20000
13,mobile_unit_013,1000,tier_1,16,GDPR,2,64,mobile_unit,0.786,high,1000
14,edge_device_014,100,tier_2,4,HIPAA,1,8,edge_device,0.759,standard,1000
15,hospital_015,2000,tier_1,64,HIPAA,4,128,tier1_hospital,0.956,critical,20000
16,clinic_016,1000,tier_2,32,local,8,64,tier2_hospital,0.912,critical,10000
17,research_center_017,20000,tier_3,256,GDPR,32,512,research_center,0.985,high,100000
18,mobile_unit_018,100,tier_1,8,HIPAA,1,32,mobile_unit,0.849,high,1000
19,edge_device_019,100,tier_2,2,local,1,16,edge_device,0.837,critical,2000
