round_num,node_0,node_1,node_2,node_3,node_4
1,3.395601272583008,3.4137938022613525,3.4163269996643066,3.4001827239990234,3.4219884872436523
2,3.4029407501220703,3.39555025100708,3.4047629833221436,3.3889777660369873,3.4141576290130615
3,3.3962936401367188,3.397496461868286,3.4037187099456787,3.396367073059082,3.400818109512329
4,3.3868212699890137,3.402412176132202,3.404296398162842,3.384573221206665,3.4135732650756836
5,3.406284809112549,3.404346466064453,3.388906478881836,3.4085543155670166,3.4134318828582764
6,3.415099620819092,3.4076623916625977,3.404829978942871,3.403658151626587,3.387483596801758
7,3.3984663486480713,3.416149377822876,3.4068191051483154,3.4138011932373047,3.403186798095703
8,3.4147918224334717,3.421253204345703,3.406440019607544,3.4144041538238525,3.3953609466552734
9,3.419891595840454,3.409635543823242,3.422010898590088,3.417201042175293,3.3954834938049316
10,3.417656183242798,3.4160287380218506,3.4075217247009277,3.4185585975646973,3.409156560897827
