edge,weight
0-1,581.3
0-2,1715.7
0-3,5126.2
0-4,511.19
0-5,2072.09
0-6,1106.44
0-7,86.97
0-8,434.65
0-9,814.15
1-2,111.12
1-3,2010.52
1-4,861.19
1-5,1608.35
1-6,95.07
1-7,106.23
1-8,5934.58
1-9,428.7
2-3,422.93
2-4,525.59
2-5,5369.87
2-6,1078.43
2-7,1723.48
2-8,5511.89
2-9,99.99
3-4,4489.88
3-5,1851.52
3-6,445.12
3-7,983.98
3-8,836.85
3-9,1794.55
4-5,110.06
4-6,1048.35
4-7,1820.1
4-8,4864.29
4-9,2383.78
5-6,1608.41
5-7,923.92
5-8,540.47
5-9,460.59
6-7,4920.27
6-8,83.95
6-9,2221.82
7-8,95.02
7-9,109.78
8-9,101.41
