timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753359464.1261246,1,20,"[6, 13, 15, 12]",4,0.2,0.2,"{6: 1.0, 13: 1.0, 15: 1.0, 12: 1.0}",,,
1753359481.8993022,2,20,"[19, 7, 12, 4]",4,0.2,0.2,"{19: 1.0, 7: 1.0, 12: 1.0, 4: 1.0}",,,
1753359497.072613,3,20,"[1, 3, 17, 4]",4,0.2,0.2,"{1: 1.0, 3: 1.0, 17: 1.0, 4: 1.0}",,,
1753359512.2271624,4,20,"[17, 16, 12, 8]",4,0.2,0.2,"{17: 1.0, 16: 1.0, 12: 1.0, 8: 1.0}",,,
1753359527.5233555,5,20,"[12, 11, 13, 2]",4,0.2,0.2,"{12: 1.0, 11: 1.0, 13: 1.0, 2: 1.0}",,,
1753359542.1957555,6,20,"[13, 4, 16, 14]",4,0.2,0.2,"{13: 1.0, 4: 1.0, 16: 1.0, 14: 1.0}",,,
1753359557.0367825,7,20,"[18, 7, 6, 12]",4,0.2,0.2,"{18: 1.0, 7: 1.0, 6: 1.0, 12: 1.0}",,,
1753359573.4923565,8,20,"[4, 18, 12, 11]",4,0.2,0.2,"{4: 1.0, 18: 1.0, 12: 1.0, 11: 1.0}",,,
1753359577.518633,9,20,"[0, 19, 10, 3]",4,0.2,0.2,"{0: 1.0, 19: 1.0, 10: 1.0, 3: 1.0}",,,
1753359593.1698613,10,20,"[19, 5, 8, 1]",4,0.2,0.2,"{19: 1.0, 5: 1.0, 8: 1.0, 1: 1.0}",,,
