node_id,latitude,longitude
0,44.063307,-92.450265
1,39.249561,-76.611914
2,37.417432,-122.09885
3,42.340855,-71.090075
4,34.01519,-118.214835
5,51.45803,-0.102197
6,48.88181,2.35744
7,35.715236,139.686747
8,1.329179,103.822705
9,-33.848924,151.188501
10,43.973441,-92.51027
11,39.250866,-76.571891
12,37.471099,-122.159773
13,42.354905,-71.011526
14,34.087611,-118.218775
15,51.51418,-0.168695
16,48.82464,2.340542
17,35.724265,139.674488
18,1.383401,103.832718
19,-33.848842,151.232409
