node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,local,4,128,tier1_hospital,0.973,standard,20000
1,clinic_001,1000,tier_2,32,PIPEDA,2,128,tier2_hospital,0.957,high,20000
2,research_center_002,10000,tier_3,64,HIPAA,16,1024,research_center,0.989,standard,100000
3,mobile_unit_003,500,tier_1,4,GDPR,1,64,mobile_unit,0.822,high,5000
4,edge_device_004,100,tier_2,8,local,0,16,edge_device,0.835,critical,500
5,hospital_005,5000,tier_1,128,HIPAA,8,256,tier1_hospital,0.964,critical,20000
6,clinic_006,5000,tier_2,16,PIPEDA,2,128,tier2_hospital,0.923,standard,10000
7,research_center_007,5000,tier_3,64,HIPAA,16,1024,research_center,0.981,critical,100000
8,mobile_unit_008,100,tier_1,16,GDPR,2,16,mobile_unit,0.826,standard,1000
9,edge_device_009,500,tier_2,4,HIPAA,1,32,edge_device,0.792,critical,500
10,hospital_010,2000,tier_1,64,PIPEDA,16,256,tier1_hospital,0.967,high,10000
11,clinic_011,5000,tier_2,64,PIPEDA,2,256,tier2_hospital,0.914,high,5000
12,research_center_012,20000,tier_3,128,HIPAA,16,256,research_center,0.997,critical,100000
13,mobile_unit_013,1000,tier_1,8,local,2,16,mobile_unit,0.858,standard,2000
14,edge_device_014,100,tier_2,2,GDPR,1,32,edge_device,0.824,high,2000
