edge,weight
0-1,4927.08
0-2,1785.66
0-3,480.45
0-4,828.78
0-5,419.5
0-6,1852.55
0-7,2028.45
0-8,952.04
0-9,1119.76
0-10,1768.84
0-11,871.95
0-12,1983.74
0-13,100.31
0-14,2108.64
1-2,1165.87
1-3,821.42
1-4,2324.97
1-5,2251.33
1-6,93.61
1-7,2348.8
1-8,504.56
1-9,5348.39
1-10,5449.82
1-11,81.58
1-12,2121.65
1-13,455.78
1-14,4153.43
2-3,519.62
2-4,5883.52
2-5,119.08
2-6,112.53
2-7,953.46
2-8,1119.48
2-9,570.29
2-10,1817.97
2-11,4828.78
2-12,93.13
2-13,427.14
2-14,4354.55
3-4,95.61
3-5,5151.02
3-6,2171.6
3-7,1099.23
3-8,86.22
3-9,4817.67
3-10,112.82
3-11,4979.18
3-12,1005.81
3-13,860.75
3-14,881.82
4-5,4276.66
4-6,103.83
4-7,977.91
4-8,434.72
4-9,5483.75
4-10,4965.4
4-11,5616.22
4-12,974.9
4-13,4761.32
4-14,893.47
5-6,90.68
5-7,525.26
5-8,2381.15
5-9,812.7
5-10,1975.39
5-11,485.94
5-12,2269.75
5-13,1177.73
5-14,428.53
6-7,1767.76
6-8,82.01
6-9,82.6
6-10,593.71
6-11,831.24
6-12,1126.47
6-13,998.93
6-14,822.48
7-8,5672.94
7-9,811.88
7-10,875.19
7-11,414.63
7-12,430.07
7-13,86.65
7-14,5398.16
8-9,537.02
8-10,2372.94
8-11,2335.44
8-12,422.67
8-13,2211.54
8-14,5550.47
9-10,1186.8
9-11,513.0
9-12,5514.95
9-13,88.66
9-14,1900.67
10-11,1623.9
10-12,470.15
10-13,963.45
10-14,977.5
11-12,1148.82
11-13,107.89
11-14,473.83
12-13,1105.08
12-14,4398.27
13-14,467.29
