node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.054844,-92.452257,north_america,America/Chicago
1,Baltimore,USA,39.253763,-76.616713,europe,America/New_York
2,Palo Alto,USA,37.465191,-122.153588,asia_pacific,America/Los_Angeles
3,Boston,USA,42.319576,-71.031002,south_america,America/New_York
4,Los Angeles,USA,34.009523,-118.230465,africa,America/Los_Angeles
5,London,UK,51.530608,-0.155957,north_america,Europe/London
6,Paris,France,48.871974,2.383621,europe,Europe/Paris
7,Tokyo,Japan,35.645334,139.665095,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.351322,103.777477,south_america,Asia/Singapore
9,Sydney,Australia,-33.842206,151.256144,africa,Australia/Sydney
10,Rochester,USA,44.046052,-92.420963,north_america,America/Chicago
11,Baltimore,USA,39.339895,-76.568056,europe,America/New_York
12,Palo Alto,USA,37.400971,-122.139521,asia_pacific,America/Los_Angeles
13,Boston,USA,42.369906,-71.036497,south_america,America/New_York
14,Los Angeles,USA,34.042528,-118.220522,africa,America/Los_Angeles
