round_num,node_0,node_1,node_2,node_3,node_4
1,3.188816785812378,3.1829583644866943,3.17744517326355,3.1617891788482666,3.1693339347839355
2,3.173377752304077,3.1962034702301025,3.164276599884033,3.164621591567993,3.1483826637268066
3,3.171595335006714,3.1881227493286133,3.155644655227661,3.203606605529785,3.163011074066162
4,3.1914780139923096,3.176624059677124,3.1786201000213623,3.1796326637268066,3.1686689853668213
5,3.1799633502960205,3.173543691635132,3.1748547554016113,3.1699817180633545,3.1900570392608643
6,3.171257734298706,3.1738247871398926,3.177747964859009,3.170139789581299,3.1728615760803223
7,3.1766514778137207,3.1803343296051025,3.1780853271484375,3.1695756912231445,3.171147108078003
8,3.1920459270477295,3.172680616378784,3.191981554031372,3.168459177017212,3.1711950302124023
9,3.1950864791870117,3.165968894958496,3.1836371421813965,3.1673061847686768,3.173597812652588
10,3.1748199462890625,3.177716016769409,3.173933267593384,3.1542909145355225,3.1680219173431396
