node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,16,512,tier1_hospital,0.969,high,50000
1,clinic_001,2000,tier_2,64,PIPEDA,2,128,tier2_hospital,0.972,critical,10000
2,research_center_002,10000,tier_3,64,PIPEDA,32,256,research_center,0.994,critical,50000
3,mobile_unit_003,500,tier_1,8,GDPR,1,16,mobile_unit,0.828,high,1000
4,edge_device_004,50,tier_2,2,local,1,8,edge_device,0.863,high,1000
5,hospital_005,5000,tier_1,128,local,8,512,tier1_hospital,0.981,high,50000
6,clinic_006,2000,tier_2,32,PIPEDA,8,128,tier2_hospital,0.917,high,5000
7,research_center_007,5000,tier_3,64,local,32,1024,research_center,0.993,critical,100000
8,mobile_unit_008,100,tier_1,8,HIPAA,2,16,mobile_unit,0.811,high,2000
9,edge_device_009,100,tier_2,8,GDPR,0,16,edge_device,0.883,high,1000
10,hospital_010,2000,tier_1,64,PIPEDA,8,512,tier1_hospital,0.971,standard,20000
11,clinic_011,2000,tier_2,32,HIPAA,8,256,tier2_hospital,0.924,high,10000
12,research_center_012,10000,tier_3,64,HIPAA,8,1024,research_center,0.999,standard,50000
13,mobile_unit_013,100,tier_1,4,local,1,64,mobile_unit,0.857,critical,1000
14,edge_device_014,100,tier_2,8,GDPR,1,32,edge_device,0.759,high,500
15,hospital_015,5000,tier_1,32,local,16,512,tier1_hospital,0.978,critical,50000
16,clinic_016,1000,tier_2,32,HIPAA,2,256,tier2_hospital,0.905,standard,20000
17,research_center_017,10000,tier_3,256,local,16,1024,research_center,0.999,high,100000
18,mobile_unit_018,100,tier_1,4,local,2,64,mobile_unit,0.77,standard,5000
19,edge_device_019,100,tier_2,2,local,1,8,edge_device,0.872,critical,2000
