edge,weight
0-1,87.82
0-2,2379.39
0-3,2369.34
0-4,4351.93
0-5,1058.65
0-6,929.71
0-7,1669.74
0-8,1658.82
0-9,894.25
1-2,2389.38
1-3,1007.64
1-4,2065.94
1-5,99.62
1-6,83.88
1-7,104.08
1-8,4505.88
1-9,5027.45
2-3,91.11
2-4,4827.22
2-5,1186.38
2-6,107.54
2-7,2016.65
2-8,4642.09
2-9,593.31
3-4,99.42
3-5,4471.47
3-6,1921.91
3-7,829.87
3-8,112.72
3-9,1689.03
4-5,2195.04
4-6,1862.74
4-7,1187.92
4-8,4755.98
4-9,92.54
5-6,91.18
5-7,494.38
5-8,414.65
5-9,520.12
6-7,99.91
6-8,1052.58
6-9,104.5
7-8,83.3
7-9,106.82
8-9,1607.55
