node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.980228,-92.466052,north_america,America/Chicago
1,Baltimore,USA,39.296724,-76.646263,europe,America/New_York
2,Palo Alto,USA,37.408119,-122.099519,asia_pacific,America/Los_Angeles
3,Boston,USA,42.401235,-71.067731,south_america,America/New_York
4,Los Angeles,USA,34.031509,-118.246883,africa,America/Los_Angeles
5,London,UK,51.525487,-0.171262,north_america,Europe/London
6,Paris,France,48.892404,2.376396,europe,Europe/Paris
7,Tokyo,Japan,35.71188,139.661119,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.314742,103.827995,south_america,Asia/Singapore
9,Sydney,Australia,-33.882284,151.206249,africa,Australia/Sydney
